condition,model,scene_label,truth,run,local_ms,local_risk,yolo_ms,clip_label,clip_conf,clip_risk,clip_correct,yolo_meta,risk_correct,detected_risk,quality_score,reply,latency_ms,input_tokens,output_tokens,cost_usd,error
with_clip,gpt4o,person_far,caution,1,30.3,hazard,265.2,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered room with a person standing relatively close to the camera, surrounded by various objects and furniture.
Sensor note: The local detector's estimate of a person at ~0.45m is consistent with the visual analysis.
Proximity: The person appears to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",3478.7,810,76,0.00519,
with_clip,gpt4o_mini,person_far,caution,1,30.3,hazard,265.2,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor environment with a person standing approximately 0.45m away from the camera. There are various obstacles visible, including furniture and equipment, which may affect flight path safety.

Sensor note: The local detector identified a person with low confidence, while YOLO detections returned none. This suggests a potential discrepancy in detection reliability.

Proximity: The closest object/person is the detected person, estimated at about 0.45m away.

Risk: hazard

Pilot suggested action: HOVER",9420.6,3577,106,0.0006,
with_clip,gemini,person_far,caution,1,30.3,hazard,265.2,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the flight path. The room appears to be an indoor workspace with various objects and equipment.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms this. YOLO detections are none, which is a miss. CLIP's ""cluttered room obstacles"" is partially consistent with the background, but the primary concern is the person.
Proximity: The person is visually estimated to be very close, likely within 1 meter. The local detector's estimate of ~0.45m seems plausible.
Risk: hazard
Pilot suggested action: HOVER",2664.5,1038,134,0.000118,
no_clip,claude,person_far,caution,1,30.3,hazard,156.6,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,3,"Description: A person is standing in the middle of an indoor industrial/workshop space at what appears to be moderate distance, with machinery, shelving units, and equipment visible in the background; the scene is dimly lit with some overhead fluorescent lighting.

Sensor note: YOLO detections returned none, but the local detector flagged a person (conf=0.391, est_dist=~0.45m) — visually the person appears to be further than 0.45m, likely 3–5m away based on their apparent size relative to the room; the 0.45m estimate is likely a low-confidence error from the geometric fallback heuristic.

Proximity: The closest significant object/person is the individual standing center-frame, visually estimated at approximately 3–5m distance; the 0.45m sensor estimate is inconsistent with visual evidence and is overridden.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** The person appears well beyond the 1m hazard threshold visually, so no immediate stop is required. However, the dim lighting (brightness=129/255), cluttered floor-level environment with equipment and furniture, and sensor ambiguity around the person's true distance warrant a cautious hover rather than forward movement until the scene can be better assessed.",8908.3,939,289,0.007152,
no_clip,gpt4o,person_far,caution,1,30.3,hazard,156.6,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in an indoor environment with various objects and furniture around. The person appears to be relatively close to the camera.
Sensor note: The local detector's estimate of the person being ~0.45m away is consistent with the visual analysis.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",3376.4,755,83,0.00502,
no_clip,gpt4o_mini,person_far,caution,1,30.3,hazard,156.6,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in a room with various objects, including a desk and a chair. The person appears to be approximately 0.45 meters away, based on the local detector's estimate, but the confidence is low. The environment is somewhat cluttered, with furniture present.

Sensor note: Discrepancy between image and sensors; local detector indicates a person detected, but with low confidence.

Proximity: The closest object/person is the detected person, estimated at approximately 0.45 meters away.

Risk: hazard

Pilot suggested action: LAND",10547.3,3522,116,0.000598,
no_clip,gemini,person_far,caution,1,30.3,hazard,156.6,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The background shows an indoor room with various objects and a door.
Sensor note: The local detector correctly identified a person, and my visual estimate confirms the close proximity.
Proximity: Person visually ~0.5m away.
Risk: hazard
Pilot suggested action: HOVER",2049.8,984,79,9.7e-05,
with_clip,claude,person_far,caution,2,29.98,hazard,259.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",1,caution,5,"Description: A person is standing approximately 3–5 meters away in what appears to be an industrial workshop or lab, surrounded by shelving units, machinery, and general clutter; the scene is dim but adequately lit by overhead fluorescent lighting.

Sensor note: YOLO reports no detections, but the person is clearly visible in the image — this is a YOLO miss. The local detector's person detection (conf=0.391, est_dist=~0.45m) is a likely distance overestimate given the visual perspective; the person appears much farther than 0.45m. CLIP's ""cluttered room obstacles / caution"" is consistent with the scene.

Proximity: Closest significant object is the person, visually estimated at ~3–5m center-frame. Floor-level and shelf clutter exists but does not appear to directly block a ~1m altitude flight corridor immediately ahead.

Risk: caution

Pilot suggested action: HOVER",7026.1,1000,215,0.006225,
with_clip,gpt4o,person_far,caution,2,29.98,hazard,259.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered room with a person standing relatively close to the camera, surrounded by various objects and furniture.
Sensor note: Consistent with the local detector's advisory of a person detected at approximately 0.45m.
Proximity: The person appears to be less than 1 meter away from the camera.
Risk: Hazard
Pilot suggested action: HOVER",3993.1,810,78,0.00522,
with_clip,gpt4o_mini,person_far,caution,2,29.98,hazard,259.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor environment with a person standing approximately 0.45m away from the camera. There are various obstacles visible, including furniture and equipment, which may affect flight path safety.

Sensor note: The local detector identified a person with low confidence, while YOLO detections returned none. This suggests a potential discrepancy in detection reliability.

Proximity: The closest object/person is the individual detected at approximately 0.45m.

Risk: hazard

Pilot suggested action: HOVER",8701.9,3577,103,0.000598,
with_clip,gemini,person_far,caution,2,29.98,hazard,259.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the flight path. The room appears to be an indoor workspace with various objects and equipment.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms this. YOLO detections are none, which is a miss. CLIP's ""cluttered room obstacles"" is partially consistent with the background, but the primary concern is the person.
Proximity: The person is visually estimated to be very close, likely within 1 meter. The local detector's estimate of ~0.45m seems plausible.
Risk: hazard
Pilot suggested action: HOVER",2972.0,1038,134,0.000118,
no_clip,claude,person_far,caution,2,29.98,hazard,158.0,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,3,"Description: The image shows an indoor industrial/workshop space with a person standing roughly in the center-background of the frame, approximately 3-5 meters away, surrounded by shelving units, machinery, and general workshop clutter at floor level.

Sensor note: YOLO detections returned none, but the local detector flagged a person (conf=0.391, est_dist=~0.45m) — visually the person appears significantly farther than 0.45m, likely 3-5m away; the low-confidence distance estimate appears to be a false close-range reading. My visual analysis overrides the est_dist heuristic.

Proximity: Closest significant object appears to be workshop furniture/clutter at approximately 1.5-2m; the person is visually estimated at ~3-5m — no immediate proximity hazard from the person.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** The scene is somewhat dim (brightness 129/255) and there is floor-level clutter and equipment that could obstruct a ~1m altitude flight path if moving forward. The person is far enough away to not be an immediate hazard, but the cluttered environment and moderate lighting warrant a cautious hover while the scene is assessed more carefully before proceeding.",8805.4,939,286,0.007107,
no_clip,gpt4o,person_far,caution,2,29.98,hazard,158.0,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in an indoor environment with various objects and furniture around. The person appears to be close to the camera, potentially within 1 meter.
Sensor note: The local detector's estimate of the person being ~0.45m away is consistent with the visual analysis.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",3274.2,755,88,0.005095,
no_clip,gpt4o_mini,person_far,caution,2,29.98,hazard,158.0,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in a room with various objects, including a desk and a chair. The person appears to be approximately 0.45m away, which is close enough to be a concern for flight safety. 

Sensor note: The local detector indicates a person detected with low confidence, which aligns with my visual analysis. 

Proximity: The closest object/person is the individual, estimated at about 0.45m away. 

Risk: hazard  
Pilot suggested action: LAND",8089.6,3522,102,0.000589,
no_clip,gemini,person_far,caution,2,29.98,hazard,158.0,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The background shows an indoor room with various objects and a door.
Sensor note: The local detector correctly identified a person, and my visual estimate confirms the close proximity.
Proximity: Person visually ~0.5m away.
Risk: hazard
Pilot suggested action: HOVER",2154.1,984,79,9.7e-05,
with_clip,claude,person_far,caution,3,40.56,hazard,270.8,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",1,caution,5,"Description: A person is standing approximately 3–5 meters away in what appears to be an industrial workshop or lab space, with equipment, shelving units, and clutter visible at floor and table level throughout the room.
Sensor note: YOLO detections returned none, but a person is clearly visible in the image — consistent with the MediaPipe local detector hint (conf=0.391). The est_dist of ~0.45m appears to be a significant overestimate of proximity; visually the person looks to be well beyond 3m. CLIP's ""cluttered room obstacles"" label is consistent with the scene.
Proximity: Closest significant object/person appears to be the standing individual at approximately 3–5m visual estimate; floor-level clutter and equipment may be closer on the sides but not directly blocking a ~1m altitude forward path.
Risk: caution
Pilot suggested action: HOVER",7107.7,1000,202,0.00603,
with_clip,gpt4o,person_far,caution,3,40.56,hazard,270.8,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered room with a person standing in the center, close to the camera. There are various objects and furniture around, creating potential obstacles.
Sensor note: Consistent with the local detector's person detection and CLIP's scene label of cluttered room obstacles.
Proximity: The person appears to be very close, approximately 0.45 meters away.
Risk: Hazard
Pilot suggested action: HOVER",3990.1,810,88,0.00537,
with_clip,gpt4o_mini,person_far,caution,3,40.56,hazard,270.8,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor environment with a person standing approximately 0.45m away from the camera. There are various obstacles visible, including furniture and equipment, which may affect flight path safety.

Sensor note: The local detector identified a person with low confidence, while YOLO detections returned none. This indicates a potential discrepancy, as the person is clearly visible in the image.

Proximity: The closest object/person is the individual detected at approximately 0.45m.

Risk: hazard

Pilot suggested action: HOVER",9633.1,3577,110,0.000603,
with_clip,gemini,person_far,caution,3,40.56,hazard,270.8,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the flight path. The room appears to be an indoor workspace with various objects and equipment.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms this. YOLO detections are none, which is a miss. CLIP's ""cluttered room obstacles"" is partially consistent with the background, but the primary concern is the person.
Proximity: The person is visually estimated to be very close, likely within 1 meter. The local detector's estimate of ~0.45m seems plausible.
Risk: hazard
Pilot suggested action: HOVER",1941.3,1038,134,0.000118,
no_clip,claude,person_far,caution,3,40.56,hazard,155.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",1,caution,4,"Description: The image shows an indoor industrial/workshop space with a person standing roughly in the center-background of the frame, appearing to be several meters away; the room contains shelving, machinery, and various equipment with moderate lighting.
Sensor note: YOLO detections report none, but the local detector flagged a person (conf=0.391) — visually confirmed there is a person present, though they appear to be approximately 3–5m away rather than the estimated 0.45m low-confidence heuristic distance.
Proximity: The person is visually estimated at ~3–5m away; no obstacles appear within the immediate ~1–2m flight path at ~1m altitude, though floor-level clutter and chairs are present nearby.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The 0.45m distance estimate from the local detector is a low-confidence geometric fallback and is contradicted by visual analysis — the person appears well in the background. However, the scene has moderate clutter (chairs, equipment at floor level), slightly dim quality, and the person's presence warrants continued monitoring. Hovering is appropriate to reassess before proceeding.",9726.4,939,262,0.006747,
no_clip,gpt4o,person_far,caution,3,40.56,hazard,155.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in an indoor environment with various objects and furniture around. The person appears to be close to the camera, potentially within 1 meter.
Sensor note: The local detector's estimate of the person being ~0.45m away is consistent with the visual analysis.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",3683.9,755,88,0.005095,
no_clip,gpt4o_mini,person_far,caution,3,40.56,hazard,155.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in a room with various objects, including a desk and a chair. The person appears to be approximately 0.45m away, which is close enough to be a concern for flight safety. 

Sensor note: The local detector indicates a person detected with low confidence, which aligns with my visual analysis. 

Proximity: The closest object/person is the detected person, estimated at ~0.45m away. 

Risk: hazard  
Pilot suggested action: LAND",9123.9,3522,102,0.000589,
no_clip,gemini,person_far,caution,3,40.56,hazard,155.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The background shows an indoor room with various objects and a door.
Sensor note: The local detector correctly identified a person, and my visual estimate confirms the close proximity.
Proximity: Person visually ~0.5m away.
Risk: hazard
Pilot suggested action: HOVER",1734.7,984,79,9.7e-05,
with_clip,claude,person_far,caution,4,30.68,hazard,259.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",1,caution,5,"Description: A person is standing roughly in the center-back of an indoor industrial/workshop room at approximately 3–5m distance, with various equipment, shelving, and machinery visible along the walls; the room is moderately lit but somewhat dim.
Sensor note: YOLO missed the person entirely, but MediaPipe local detector flagged a person (conf=0.391, est_dist=~0.45m) — visually the person appears significantly farther than 0.45m, likely 3–5m away, so the est_dist is a low-confidence heuristic error. CLIP ""cluttered room"" is consistent with what is visible. The 0.45m estimate should be disregarded in favor of visual assessment.
Proximity: Closest significant object (person) is visually estimated at ~3–5m; foreground area within ~2m appears relatively clear at ~1m flight height, though floor-level clutter and furniture (chair on left) are present.
Risk: caution
Pilot suggested action: HOVER",7640.7,1000,234,0.00651,
with_clip,gpt4o,person_far,caution,4,30.68,hazard,259.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered room with a person standing relatively close to the camera, surrounded by various objects and furniture.
Sensor note: Consistent with the local detector's advisory of a person detected at approximately 0.45m.
Proximity: The person appears to be less than 1 meter away from the camera.
Risk: Hazard
Pilot suggested action: HOVER",3274.0,810,78,0.00522,
with_clip,gpt4o_mini,person_far,caution,4,30.68,hazard,259.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor environment with a person standing approximately 0.45m away from the camera. There are various obstacles visible, including furniture and equipment, which may affect flight path safety.

Sensor note: The local detector identified a person with low confidence, while YOLO detections returned none. This suggests a potential discrepancy in detection reliability.

Proximity: The closest object/person is the detected person at approximately 0.45m.

Risk: hazard

Pilot suggested action: HOVER",9523.0,3577,103,0.000598,
with_clip,gemini,person_far,caution,4,30.68,hazard,259.7,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the flight path. The room appears to be an indoor workspace with various objects and equipment.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms this. YOLO detections are none, which is a miss. CLIP's ""cluttered room obstacles"" is partially consistent with the background, but the primary concern is the person.
Proximity: The person is visually estimated to be very close, likely within 1 meter. The local detector's estimate of ~0.45m seems plausible.
Risk: hazard
Pilot suggested action: HOVER",1948.3,1038,134,0.000118,
no_clip,claude,person_far,caution,4,30.68,hazard,154.8,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,3,"Description: The image shows an indoor industrial/workshop space with a person standing approximately in the center-middle distance, surrounded by shelving units, machinery, and various equipment; the scene is somewhat dim with overhead fluorescent lighting.
Sensor note: YOLO detections report none, but both the local detector and my direct visual analysis confirm a person is present — YOLO missed the person. The local detector's ~0.45m estimate appears too close; the person visually appears to be roughly 3–5m away based on their apparent size relative to the surroundings.
Proximity: Closest significant object/person is the standing individual, visually estimated at ~3–5m. Floor-level clutter and furniture edges are present laterally but do not appear to block a central ~1m altitude flight corridor directly toward the person.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The person is visible but appears sufficiently far away (>3m) to not immediately trigger a hazard classification. However, the dim lighting, cluttered environment with shelving and equipment on multiple sides, and YOLO's failure to detect the person all introduce uncertainty. Hovering in place is the safest choice until the scene can be better assessed and the person's movement/intent is confirmed before proceeding.",12188.3,939,285,0.007092,
no_clip,gpt4o,person_far,caution,4,30.68,hazard,154.8,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in an indoor environment with various objects and furniture around. The person appears to be close to the camera, potentially within 1 meter.
Sensor note: The local detector's estimate of the person being ~0.45m away is consistent with the visual analysis.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",3684.3,755,88,0.005095,
no_clip,gpt4o_mini,person_far,caution,4,30.68,hazard,154.8,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a person standing in a room with various objects, including a desk and a chair. The person appears to be approximately 0.45m away, based on the local detector's estimate, but the confidence is low. The environment is somewhat cluttered, with furniture present at floor level.

Sensor note: Discrepancy between image and sensors; local detector indicates a person detected with low confidence, but the visual analysis confirms the presence of a person.

Proximity: The closest object/person is the detected person, estimated to be around 0.45m away.

Risk: hazard

Pilot suggested action: LAND",11878.6,3522,129,0.000606,
no_clip,gemini,person_far,caution,4,30.68,hazard,154.8,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The background shows an indoor room with various objects and a door.
Sensor note: The local detector correctly identified a person, and my visual estimate confirms the close proximity.
Proximity: Person visually ~0.5m away.
Risk: hazard
Pilot suggested action: HOVER",1647.8,984,79,9.7e-05,
with_clip,claude,person_far,caution,5,39.02,hazard,263.5,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",1,caution,4,"Description: A person is standing roughly in the center-background of what appears to be an indoor workshop or factory floor, surrounded by shelving units, equipment, and general clutter; the scene is moderately dim with overhead fluorescent lighting. The person appears to be several meters away (~3–5m), not immediately adjacent to the drone.

Sensor note: YOLO reported no detections, but the local detector (MediaPipe, conf=0.391) flagged a person — visually confirmed. The est_dist of ~0.45m from the local detector appears to be a heuristic error; visually the person is clearly much farther away (~3–5m). CLIP's ""cluttered room obstacles / caution"" label is consistent with the visible clutter and equipment in the scene.

Proximity: Closest significant object visually appears to be furniture/clutter at roughly 1.5–2m; the person is estimated ~3–5m away. No immediate obstacle appears to directly block a ~1m altitude flight path in the foreground, but floor-level and mid-level clutter is present.

Risk: caution

Pilot suggested action: HOVER",7933.9,1000,258,0.00687,
with_clip,gpt4o,person_far,caution,5,39.02,hazard,263.5,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered room with a person standing in the center, approximately 0.5 meters away from the camera.
Sensor note: Consistent with local detector's person detection and estimated distance.
Proximity: The person is visually estimated to be about 0.5 meters away.
Risk: Hazard
Pilot suggested action: HOVER",2872.8,810,72,0.00513,
with_clip,gpt4o_mini,person_far,caution,5,39.02,hazard,263.5,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor environment with a person standing approximately 0.45m away from the camera. There are various obstacles visible, including furniture and equipment, which could pose a risk to flight.

Sensor note: The local detector identified a person with low confidence, while YOLO detections returned none. This indicates a discrepancy, as the person is clearly visible in the image.

Proximity: The closest object/person is the individual detected at approximately 0.45m.

Risk: hazard

Pilot suggested action: HOVER",10334.0,3577,110,0.000603,
with_clip,gemini,person_far,caution,5,39.02,hazard,263.5,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",0,hazard,4,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The room appears to be an indoor workspace with various objects and equipment.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms this. YOLO detections are none, which is a miss. CLIP's ""cluttered room obstacles"" is partially consistent with the background, but the primary concern is the person.
Proximity: Person visually ~1m away.
Risk: hazard
Pilot suggested action: HOVER",1848.0,1038,110,0.000111,
no_clip,claude,person_far,caution,5,39.02,hazard,155.5,cluttered room obstacles,0.2133,caution,1,"YOLO detections: none
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.391, est_dist=~0.45m [low-conf estimate — verify visually]); brightness=129/255 (none)",1,caution,4,"Description: The image shows an indoor industrial/workshop space with a person standing roughly in the center-background of the frame, appearing to be several meters away, with equipment, shelving units, and machinery visible around them. The lighting is adequate though somewhat dim from fluorescent overhead lights.

Sensor note: YOLO detections returned none, but the local detector flagged a person (conf=0.391) — visually confirmed there IS a person in the scene. However, the estimated distance of ~0.45m from the local detector appears to be a significant overestimate of closeness; visually the person appears to be approximately 3–5m away based on their relative size and position in the frame.

Proximity: Closest significant object appears to be furniture/equipment at roughly 1.5–2m in the foreground; the person appears visually ~3–4m distant, not the ~0.45m suggested by the low-confidence local detector estimate.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** While the person appears safely distant (>3m visually), the cluttered environment with shelving, machinery, and furniture creates navigational complexity. The dim lighting and industrial clutter warrant a cautious hover to reassess before proceeding. The local detector's ~0.45m estimate is almost certainly erroneous based on visual analysis — the person is well into",9413.3,939,300,0.007317,
